client,netrecv_mean,netrecv_std
12,4147458.0657276995,7687.39299100314
24,4166946.7558685443,38310.351634576524
48,4238671.807511737,14150.295799792751
96,4242072.558685446,28819.96946102609
144,4275681.788732394,65319.36355421773
192,4286006.17370892,72422.52359575227
240,4196519.370892019,95166.75483084381
288,4299934.28169014,164624.7023288104
336,4296258.82629108,59864.51190688378
