client,netsend_mean,netsend_std
12,13318417.65258216,57550.34995806892
24,15403720.126760563,122141.27523522501
48,18292033.58685446,86585.40781273048
96,22191271.713615026,29819.011542078908
144,23700780.769953053,77238.31980383235
192,23889677.07511737,124145.3102717746
240,23990118.08920188,126744.27848743403
288,23527855.483568076,96227.9219494212
336,23333998.42253521,4473.828067417642
