client,netrecv_mean,netrecv_std
12,446445.69953051646,1923.1921342477085
24,516096.71361502353,4052.066668711826
48,612515.0328638497,2901.763131093276
96,741307.0093896714,1049.430470248973
144,780770.7511737089,2536.994281123809
192,786941.2676056338,4040.5650291034412
240,790235.0,4139.922669005952
288,775097.1830985915,3210.4314602887
336,768720.0469483569,99.97014785085481
