client,netsend_mean,netsend_std
12,1394528.7605633803,12482.816545375808
24,1558810.2723004695,3787.441130191236
48,1837260.117370892,525.4001219530256
96,2207457.4976525824,6369.698113462556
144,2310204.9107981226,14597.46657013679
192,2352677.0,9670.763470404534
240,2357188.7746478873,8414.325288720705
288,2311763.03286385,6511.516317154735
336,2304374.85915493,7420.913673810623
