client,cpu_mean,cpu_std
2,8.11525821596244,0.13232532878532716
4,7.367446009389674,0.17240871105946906
8,7.4054460093896735,0.1677189195138188
16,7.698342723004697,0.15777366018893205
24,7.997657276995306,0.30691523330642956
32,8.391399061032866,0.058928491643122034
40,8.599840375586856,0.18956632009785984
48,9.036854460093899,0.2651509899195394
56,10.527591549295776,0.760161914647701
