client,worker,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
6,8,1.0019460025232345,0.030240944875722278,1.2578366418694622,0.02668073518656475
6,16,0.990263804092638,0.008638380416401744,1.2466928514576923,0.03246770099473158
6,32,1.0094758890050735,0.02142076233001906,1.2468420503138145,0.0138929692581118
6,64,1.0030540969930437,0.017196506711648622,1.2762419417265536,0.009525169979923129
24,8,2.601320525904252,0.08398184309232466,7.023709118358263,0.28390518383511537
24,16,1.8911471003577314,0.009826110163738565,7.023344657214854,0.21114848675462003
24,32,1.8747333811621012,0.0045742244573880415,6.896434711465716,0.11040914713782599
24,64,1.8798539745762106,0.015047751827870747,7.015060420241134,0.17171151175259017
48,8,5.743655170609778,0.07766209431749334,15.404978867843598,0.028360342899642264
48,16,3.62913863963422,0.10688951421836193,14.909990873286944,0.266044136278533
48,32,2.869306025702622,0.04427631711077457,14.65192521247301,0.2016580244003082
48,64,2.7434680107996634,0.05553782419527085,14.756144726996316,0.028174008528274837
96,8,12.773764895630883,0.08046023173368418,31.470391651832028,0.2011972322013295
96,16,7.844264740607289,0.15926078907307228,31.457062040853362,0.19479366588423155
96,32,4.471789745344752,0.29588940503902356,31.411260248509578,0.035905185491221944
96,64,3.8002638396374553,0.11286010524886636,30.768848356032255,0.3122864730386627
144,8,19.241604211456195,0.8588638801769859,48.000729344484625,0.0206358576384413
144,16,12.967870549484005,0.6161387596090855,47.87701896675602,0.11762423665874323
144,32,6.098561391814954,0.43520974288130265,47.53715587606894,0.05330438889444801
144,64,4.230926380335609,0.12266575869388965,47.39507043586608,0.03430747961477942
192,8,25.74499667277752,1.075091467937163,64.38010803655169,0.05496087939600487
192,16,18.654521755343307,1.1042857254898115,64.18458683272671,0.05981568362712995
192,32,7.621102938822694,0.7987130476349513,62.90486876056593,1.328655419486034
192,64,4.627728034192245,0.301643948499282,63.66172504183482,0.1584807747609111
240,8,33.729381876957326,1.0840136481493672,80.80060965909281,0.08070721258813747
240,16,22.762257358235193,1.3157935085443022,80.3509294608698,0.1250577405363854
240,32,8.636732224610356,0.4122609442516994,79.82348636496712,0.3402485311040717
240,64,5.575408514917797,0.05995635515133057,79.92660395082045,0.456358464475166
