client,worker,read_queueLength, read_queueLength_std,write_queueLength,write_queueLength_std
6,8,1.6182482014454378,0.007013167150711724,1.2794900429775729,0.04879592412692312
6,16,1.546995266957912,0.05576220747010566,1.2652529822547427,0.035910116180632896
6,32,1.567694793501178,0.032475783298279784,1.2459744220197388,0.01727515992871521
6,64,1.486904085405364,0.007536865631347681,1.204835643508869,0.007592504462575503
24,8,10.007043185730526,0.7663381621528838,9.273337600138307,0.38506073954281517
24,16,3.872697449012627,0.13318148617849593,3.023460958679322,0.11495887757991209
24,32,5.21911285044659,0.21060093005758912,2.9178066150123656,0.10985813765954638
24,64,5.253480676817802,0.2540084989228606,2.7357437007793286,0.12482484426613204
48,8,34.30923882800716,0.10885118302794798,32.51381139523877,0.8109592580369485
48,16,20.83288118075369,0.7200237846846684,14.493023796688078,1.0440201810002805
48,32,7.869823210899706,0.2674956880989403,5.954268560952932,0.16915707121557771
48,64,11.514235488429604,0.5282308638208587,5.6006257704050775,0.1630028300472221
96,8,81.5494065830349,0.7349549386586227,80.65834902402581,0.09986059433249482
96,16,69.31137505342532,0.5737380402350272,49.738708044533645,0.8156065622041788
96,32,47.129235974522935,0.23649557384412243,17.27906497712925,1.9289706850171056
96,64,14.222618707143122,0.11096823966333277,11.191869565044762,0.20484190582038556
144,8,130.09672093131206,0.15208916242672868,127.13599504430026,1.467983203556589
144,16,117.24210090150304,0.07388933152803476,95.46993758208502,6.764628986004926
144,32,94.50559493364432,0.21004722775208887,31.718943545904846,3.719904912059017
144,64,58.097464107465214,0.09142160260665742,15.09163845231267,0.8611447453290298
192,8,178.0446598174934,0.1531932287805982,172.48445785090655,4.697064227559379
192,16,165.06687470439363,0.07208880414952816,144.63937493407678,4.838267086572342
192,32,139.77903219704692,3.842621398749006,45.46749688571945,7.239254057882131
192,64,106.06031246986561,0.166156572574974,17.50633350114673,1.7450462701635427
240,8,226.1858198585745,0.03697939676261169,224.14141765212398,0.5522425759015548
240,16,212.90102737960592,0.3055467034295016,185.69911082415356,15.83932934994343
240,32,189.58092139531558,1.0989773294536087,53.13062019358446,3.792240061553131
240,64,153.19195565808897,1.4882217994244435,24.430446044920842,0.527686712741657
