client,worker,cpu_mean,cpu_std
6,8,6.211502732240437,0.1647555122323772
6,16,6.472300546448088,0.13133500968185374
6,32,6.419475409836065,0.0710496279246851
6,64,6.8395628415300544,0.16964615642014091
24,8,6.047502732240436,0.0723740152881188
24,16,7.135999999999999,0.12006216028668824
24,32,7.650819672131148,0.3313736551510058
24,64,7.64632786885246,0.12151808060089887
48,8,7.101426229508196,0.23705789877322922
48,16,7.054666666666667,0.13321839913269753
48,32,7.697295081967213,0.3443734694286076
48,64,8.015622950819672,0.29627722950188456
96,8,7.121786885245901,0.18658723867147065
96,16,6.997901639344263,0.1520602759123029
96,32,6.610120218579236,0.08027316117798265
96,64,6.759568306010929,0.17678795459320049
144,8,7.625349726775958,0.1296864943606411
144,16,7.590628415300547,0.16493321385729043
144,32,6.808994535519127,0.04242886735436302
144,64,6.06711475409836,0.11471395160339577
192,8,7.675502732240438,0.2408589485889019
192,16,7.459551912568306,0.13686159694496272
192,32,6.987092896174864,0.053442817950855405
192,64,6.301311475409836,0.22378607764132677
240,8,7.3033879781420765,0.0939057093148764
240,16,7.562256830601093,0.3654701012882591
240,32,7.011819672131149,0.2994832026324051
240,64,6.190196721311474,0.11877806226273546
