client,worker,cpu_mean,cpu_std
6,8,10.996530054644808,0.2832772127735953
6,16,11.59086338797814,0.28438588344994276
6,32,13.746721311475412,0.4271826293699666
6,64,15.813393442622953,1.0480535346120001
24,8,10.03364480874317,0.2796740210742552
24,16,9.866420765027321,0.07854896701533677
24,32,10.562420765027325,0.18846608231262385
24,64,11.113076502732241,0.17142931724042704
48,8,9.533573770491804,0.34958488557761347
48,16,9.007726775956286,0.20431695640545602
48,32,9.528890710382518,0.42001166088105346
48,64,10.333994535519127,0.13695816344797085
96,8,9.624972677595627,0.4723720981874224
96,16,8.846524590163934,0.1117796194699824
96,32,8.498092896174866,0.44725478595602824
96,64,8.881710382513662,0.09701494497811033
144,8,9.604371584699452,0.11148100382407049
144,16,8.905874316939892,0.2680673670757625
144,32,8.20808743169399,0.18644893576959942
144,64,8.509295081967215,0.13118118898954376
192,8,9.743256830601096,0.24540774930882808
192,16,9.073814207650274,0.3009021147383412
192,32,8.521267759562843,0.23251737894583252
192,64,8.467994535519127,0.1305439555375541
240,8,9.570054644808744,0.25790172421297586
240,16,9.134590163934426,0.16096336055120014
240,32,8.540273224043716,0.40131981364184294
240,64,8.63673224043716,0.21727435463487033
