client,worker,netrecv_mean,netrecv_std
6,8,4122687.7978142076,37650.506350057425
6,16,3953260.7103825137,285530.97461261414
6,32,4122489.1967213117,39432.92277970635
6,64,4134630.513661202,21549.680478471993
24,8,3987546.4918032787,374663.3830264051
24,16,4005040.9945355193,295459.87700954924
24,32,4128342.879781421,151671.9996259297
24,64,4147783.601092896,245406.73536951793
48,8,4233609.792349726,9778.661299128218
48,16,4100798.8524590167,170606.89564243407
48,32,4333072.836065574,49697.29050580697
48,64,4272645.109289617,31138.69287461651
96,8,4212747.366120218,67399.87895775802
96,16,4234619.049180328,45120.10641043256
96,32,4310488.1147540985,7847.268330075239
96,64,4254115.612021857,73510.00997467974
144,8,4294599.016393443,21506.901065162405
144,16,4315619.530054645,16714.75997267819
144,32,4341895.278688524,17781.585825070502
144,64,4360184.43169399,23940.53820187794
192,8,4306143.092896175,2327.531045540202
192,16,4318177.519125683,4467.423633488239
192,32,4418891.923497268,113758.85375602197
192,64,4348047.284153006,16206.761541129876
240,8,4303217.174863388,3853.5698342801893
240,16,4321650.907103825,7308.208771380705
240,32,4294746.295081967,34011.16989815895
240,64,4296805.409836066,51947.38987079891
