client,worker,netsend_mean,netsend_std
6,8,12476968.355191255,44348.56737749407
6,16,12344721.431693988,209066.42971633063
6,32,12511238.836065574,6719.083922972604
6,64,12488992.262295082,17068.787640934384
24,8,12529338.699453553,6262.44667486471
24,16,12528715.01092896,7355.938805713288
24,32,12531919.612021858,15852.468593146215
24,64,12542117.06010929,7851.655869194967
48,8,12512711.147540985,4048.4156156726613
48,16,12532214.245901639,2411.612697313504
48,32,12559187.852459015,19313.873822428246
48,64,12575285.688524589,21122.79873807173
96,8,12527567.63387978,7645.631831057883
96,16,12534785.628415301,18855.98702552697
96,32,12507261.459016392,4018.6557143213745
96,64,12577046.131147541,18226.112075696754
144,8,12534329.540983608,4057.3536347066265
144,16,12534076.475409836,20477.044799919284
144,32,12535997.469945356,1806.1980959040513
144,64,12564321.136612022,12435.019963457558
192,8,12526042.147540985,5418.441325304581
192,16,12538436.830601094,12077.373056874614
192,32,12535284.398907105,10639.389755443548
192,64,12548440.076502731,18098.50792161278
240,8,12522601.18032787,11244.48800464532
240,16,12541131.076502733,7185.208664931677
240,32,12529805.284153005,19463.688398190894
240,64,12518115.049180329,10867.955190328563
