client,worker,read_netthreadTime,read_queueTime,read_workerPreTime,read_memcachedRTT,read_workerPostTime,write_netthreadTime,write_queueTime,write_workerPreTime,write_memcachedRTT,write_workerPostTime
6,8,0.016225699796010136,0.10019082054171957,0.013111029441045398,1.1111970300295024,0.017112062061184565,0.03472790051271762,0.08034500127308734,0.01450994987512177,0.8353241510202922,0.037038999842015724
6,16,0.017539725951885618,0.1002526695966892,0.014208606977657162,1.096929688193999,0.01776216073746131,0.03315781589512814,0.07926061607984257,0.013752782455524956,0.8288709660881217,0.03522162357402078
6,32,0.017046903649556494,0.09727150868045935,0.014133510429688878,1.1004042146769548,0.01798591287715493,0.03309657957194264,0.0770985574501096,0.0130827559887351,0.8517993112319203,0.03439868476236573
6,64,0.01864305044955591,0.09870424162965485,0.015428583523864082,1.1252524851632544,0.018213580960224563,0.03328512627790559,0.07198758636799774,0.013603334860935476,0.8483962253543919,0.03578182413181313
24,8,0.019459362661566865,4.321087995521773,0.021813765833360244,2.640195373960775,0.021152620380787687,0.044084632509916316,1.4124654919713588,0.02877826954334455,1.0392448225091515,0.07674730937048102
24,16,0.022528070031117547,2.045128836551403,0.027138073562446224,4.907615248219972,0.02093442884991467,0.057309166257374866,0.3660111606982093,0.03750187202169492,1.311123068666718,0.11920183271373419
24,32,0.0238187834562683,0.3802825811800417,0.02650582391776848,6.444821322701082,0.02100620021055605,0.06304989140899427,0.25363131799034494,0.04273196123673311,1.375205054407736,0.14011515611829295
24,64,0.02144862407716291,0.34766218104665486,0.022231606128291975,6.603282627291546,0.020435381697478036,0.06581684198038273,0.24120826758007333,0.04235808515494326,1.3864981761161097,0.14397260374470144
48,8,0.021184925472643983,12.685084526241797,0.028095545819192085,2.64975313472339,0.020860735586575613,0.0413748506034247,4.5996810379259,0.027843050212016673,1.0039391110443479,0.0708171208240887
48,16,0.022533381039620926,9.486628400544365,0.046336161047692975,5.332658160584098,0.021834770071166965,0.05759543704596381,1.8652110753021798,0.05745212843064303,1.490285559867741,0.15859443898769252
48,32,0.028074979019478762,4.547853039441087,0.047061667868021406,10.007504452420067,0.021431073724359182,0.06782163802002915,0.6768518065324881,0.07248634293011223,1.8397871562332122,0.21235908198678044
48,64,0.023190348826454373,0.9388745487761193,0.0258612525127368,13.744064597325057,0.02415397955594903,0.07352163101117919,0.512182650766089,0.08037394087432272,1.8486255115302335,0.2287642766178389
96,8,0.02224341845993134,28.751711158790254,0.028007668267545704,2.6474215643976287,0.021007841916666836,0.038455108381087955,11.610994921007872,0.024803365405199073,1.0349873413146302,0.0645241595220938
96,16,0.02274220321429411,26.0232660500903,0.03994444687141969,5.349127355534212,0.02198198514314134,0.05946040288488614,6.0158411890551475,0.07168858074929434,1.5107961012286422,0.1864784666893197
96,32,0.021622140196198573,20.5186428002725,0.08238116097563253,10.767159000756566,0.021455146308685533,0.07253116167275346,2.0005009691744933,0.11309716795936929,1.9950734306985323,0.29058701583960395
96,64,0.02213497277297978,9.41002255868154,0.07095633086508256,21.24482788509073,0.020906608621924488,0.0798631165863551,1.0548584733217794,0.1549971364122867,2.164763377096916,0.3457817362201183
144,8,0.0308022966699347,45.27632831013178,0.026234195701184865,2.6454422405670486,0.021922301414682807,0.043925695685376735,18.08295779883996,0.026513865898437333,1.010818716333289,0.07738813469913802
144,16,0.03194891618359374,42.4376974870757,0.043143312985176104,5.3417378526001045,0.022491397911431312,0.0559594117470816,11.140908830980175,0.062219421914721205,1.5385701547375232,0.1702127301045051
144,32,0.029988268123440683,36.66007669030207,0.09510361025677176,10.730312049017124,0.021675258369531453,0.07351122320524096,3.4928651102147548,0.12823951436762718,2.0680398968337275,0.3359056471936032
144,64,0.023793723452104922,25.678848501550856,0.08381176875084058,21.588452313163884,0.020164128948394935,0.08305825135620179,1.4022179716451821,0.20202650317890655,2.142322765683332,0.40130088847198636
192,8,0.033003358584442685,61.652811414071806,0.029503101481585196,2.642799663160375,0.021990499253493622,0.04187092570518668,24.585570752319782,0.026785422332157235,1.0169182715977414,0.07385130082265452
192,16,0.033035284993888095,58.74631371534425,0.04307998435721753,5.340057896175057,0.02209995185628805,0.05222434001812178,16.81467208638377,0.0597509696166359,1.568646473026934,0.15922788629784632
192,32,0.02964261588899096,52.041051035446294,0.08109627938385404,10.730675786140756,0.022403043706041677,0.07454684015055969,4.9500045308402525,0.1310780262198671,2.12406319673303,0.34141034487898486
192,64,0.02682265419583227,41.953133153239285,0.0826344018995186,21.57848422047299,0.02065061202720039,0.08454351757247221,1.6606273192321617,0.21173695859217379,2.237552250615495,0.4332679881799419
240,8,0.03050237962272195,78.07611332898621,0.02333953214660407,2.6497472673160987,0.02090715102118026,0.0407071335145005,32.54887507927125,0.0274329644143297,1.0390574144433944,0.07330928531385987
240,16,0.031074442243493743,74.9119601708981,0.042009076132951996,5.342093241442465,0.023792530152788507,0.05623195671733235,20.95332694763891,0.06410309810663539,1.5146213780804032,0.17397397769191714
240,32,0.029603539187049468,68.94499834821312,0.07950106189483275,10.747090855196417,0.022292560475701023,0.07741491354622536,5.912343001290758,0.13675801015450162,2.151865894060791,0.35835040555808023
240,64,0.02476893064213329,58.12890627703276,0.08682218298246737,21.665608975208727,0.020497584954360753,0.07886001124564472,2.2972216177591127,0.20645541481798432,2.5393314515843297,0.4535400195107248
