client,worker,cpu_mean,cpu_std
6,8,5.505114754098361,0.061300292659494826
6,16,4.959202185792351,0.33226024719844977
6,32,5.466901639344262,0.21055129302508607
6,64,5.773262295081968,0.23484892801822607
24,8,5.215349726775957,0.022218872213078163
24,16,4.476825136612024,0.34699358306310474
24,32,4.312928961748634,0.22091564453036755
24,64,4.4523387978142095,0.35000723462489663
48,8,5.1593442622950825,0.11227816154282846
48,16,4.809371584699455,0.2259390490384049
48,32,4.394524590163936,0.0686182485419583
48,64,3.9697267759562855,0.1820660206968404
96,8,5.129398907103827,0.5350619113776796
96,16,4.7550218579234995,0.07292182924097594
96,32,4.483158469945357,0.11073696782411738
96,64,5.127300546448089,0.8055360442662269
144,8,5.702459016393444,0.3655603910904128
144,16,5.551251366120218,0.17938679695272725
144,32,4.800502732240439,0.14427914477687417
144,64,4.684584699453555,0.1473728868363957
192,8,5.7277377049180345,0.13212417709312013
192,16,5.375770491803279,0.15353495598964015
192,32,5.141404371584701,0.06890397283613531
192,64,4.5395628415300555,0.053277737416199934
240,8,5.691857923497268,0.0037177671027496927
240,16,5.589016393442624,0.14774397511306225
240,32,5.348278688524592,0.34974690456077334
240,64,4.566918032786887,0.029630405707634696
