client,worker,netsend_mean,netsend_std
6,8,144252.77049180327,1301.528991550703
6,16,138296.69945355193,9937.758081325017
6,32,144240.86338797814,1364.9871262243723
6,64,144663.1475409836,748.0526237775695
24,8,139593.912568306,12987.979316886962
24,16,140179.2786885246,10242.004292973752
24,32,144453.10928961748,5312.984072969023
24,64,145276.09289617484,8361.630114874064
48,8,148100.8524590164,342.0807234502757
48,16,143607.9781420765,5870.949687591114
48,32,151566.62841530054,1694.7898470600971
48,64,149453.48087431697,1028.76187789179
96,8,147279.73770491802,2264.751222297519
96,16,147835.0491803279,1560.8837511374923
96,32,150101.5573770492,258.6771801760736
96,64,148229.20765027322,2446.1820810208983
144,8,148106.06010928962,595.2327156051283
144,16,148684.1038251366,581.7145817143626
144,32,149580.92349726777,602.1588658405318
144,64,150246.50273224045,820.8050939774076
192,8,148408.63387978144,91.19054331486814
192,16,148762.54644808744,155.82102823252117
192,32,152177.4808743169,3856.008894995713
192,64,149787.80874316941,548.5094001883763
240,8,148267.8087431694,133.27440178437743
240,16,148872.781420765,265.8257997043716
240,32,147884.63934426228,1315.5408877970012
240,64,148055.99453551913,1722.435492562323
