client,worker,cpu_mean,cpu_std
6,8,8.451628415300547,0.04958283617148272
6,16,8.535551912568305,0.10622647598496764
6,32,8.474573770491803,0.05918332190479764
6,64,9.938732240437156,0.22450055103955083
24,8,14.399655737704919,0.4312078012698966
24,16,20.297934426229506,0.3121354809245952
24,32,21.666480874316935,0.2766246886490989
24,64,22.481382513661202,0.07756182939718355
48,8,14.34344262295082,0.3045872816865286
48,16,20.917475409836065,0.2213147423357329
48,32,24.719546448087428,0.18634923339847215
48,64,26.02382513661202,0.17025911103363725
96,8,13.881431693989072,0.2080226863215291
96,16,21.30706010928962,0.2791162556016105
96,32,25.61171038251366,0.025428342752282514
96,64,27.48091256830601,0.39778639449700365
144,8,14.82411475409836,0.21952841192109604
144,16,21.27146994535519,0.8011756220565168
144,32,26.092901639344262,0.167485051029558
144,64,27.672196721311476,0.46423387138608224
192,8,14.59764480874317,0.11528808183732632
192,16,21.223087431693994,0.7007006936148331
192,32,26.19273770491803,0.46099610803964014
192,64,27.243989071038254,0.3381858823236363
240,8,14.169016393442623,0.501774948099063
240,16,21.889934426229505,1.0706772739520778
240,32,26.336699453551912,0.1035969909235405
240,64,28.760256830601094,0.12189620732152343
