PING 10.0.0.4 (10.0.0.4) 56(84) bytes of data.
64 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=1.03 ms
64 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=0.977 ms
64 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=0.856 ms
64 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=1.22 ms
64 bytes from 10.0.0.4: icmp_seq=5 ttl=64 time=0.992 ms
64 bytes from 10.0.0.4: icmp_seq=6 ttl=64 time=0.887 ms
64 bytes from 10.0.0.4: icmp_seq=7 ttl=64 time=1.01 ms
64 bytes from 10.0.0.4: icmp_seq=8 ttl=64 time=1.17 ms
64 bytes from 10.0.0.4: icmp_seq=9 ttl=64 time=0.864 ms
64 bytes from 10.0.0.4: icmp_seq=10 ttl=64 time=1.39 ms
64 bytes from 10.0.0.4: icmp_seq=11 ttl=64 time=1.00 ms
64 bytes from 10.0.0.4: icmp_seq=12 ttl=64 time=0.991 ms
64 bytes from 10.0.0.4: icmp_seq=13 ttl=64 time=0.877 ms
64 bytes from 10.0.0.4: icmp_seq=14 ttl=64 time=0.979 ms
64 bytes from 10.0.0.4: icmp_seq=15 ttl=64 time=0.882 ms
64 bytes from 10.0.0.4: icmp_seq=16 ttl=64 time=0.931 ms
64 bytes from 10.0.0.4: icmp_seq=17 ttl=64 time=1.04 ms
64 bytes from 10.0.0.4: icmp_seq=18 ttl=64 time=0.865 ms
64 bytes from 10.0.0.4: icmp_seq=19 ttl=64 time=1.02 ms
64 bytes from 10.0.0.4: icmp_seq=20 ttl=64 time=0.775 ms
64 bytes from 10.0.0.4: icmp_seq=21 ttl=64 time=1.12 ms
64 bytes from 10.0.0.4: icmp_seq=22 ttl=64 time=1.16 ms
64 bytes from 10.0.0.4: icmp_seq=23 ttl=64 time=1.16 ms
64 bytes from 10.0.0.4: icmp_seq=24 ttl=64 time=0.871 ms
64 bytes from 10.0.0.4: icmp_seq=25 ttl=64 time=0.953 ms
64 bytes from 10.0.0.4: icmp_seq=26 ttl=64 time=3.26 ms
64 bytes from 10.0.0.4: icmp_seq=27 ttl=64 time=1.17 ms
64 bytes from 10.0.0.4: icmp_seq=28 ttl=64 time=0.920 ms
64 bytes from 10.0.0.4: icmp_seq=29 ttl=64 time=0.955 ms
64 bytes from 10.0.0.4: icmp_seq=30 ttl=64 time=1.37 ms
64 bytes from 10.0.0.4: icmp_seq=31 ttl=64 time=1.19 ms
64 bytes from 10.0.0.4: icmp_seq=32 ttl=64 time=0.990 ms
64 bytes from 10.0.0.4: icmp_seq=33 ttl=64 time=1.21 ms
64 bytes from 10.0.0.4: icmp_seq=34 ttl=64 time=1.11 ms
64 bytes from 10.0.0.4: icmp_seq=35 ttl=64 time=0.848 ms
64 bytes from 10.0.0.4: icmp_seq=36 ttl=64 time=1.33 ms
64 bytes from 10.0.0.4: icmp_seq=37 ttl=64 time=1.06 ms
64 bytes from 10.0.0.4: icmp_seq=38 ttl=64 time=0.897 ms
64 bytes from 10.0.0.4: icmp_seq=39 ttl=64 time=1.08 ms
64 bytes from 10.0.0.4: icmp_seq=40 ttl=64 time=0.873 ms
64 bytes from 10.0.0.4: icmp_seq=41 ttl=64 time=0.971 ms
64 bytes from 10.0.0.4: icmp_seq=42 ttl=64 time=0.891 ms
64 bytes from 10.0.0.4: icmp_seq=43 ttl=64 time=1.01 ms
64 bytes from 10.0.0.4: icmp_seq=44 ttl=64 time=0.882 ms
64 bytes from 10.0.0.4: icmp_seq=45 ttl=64 time=1.05 ms
64 bytes from 10.0.0.4: icmp_seq=46 ttl=64 time=1.08 ms
64 bytes from 10.0.0.4: icmp_seq=47 ttl=64 time=0.998 ms
64 bytes from 10.0.0.4: icmp_seq=48 ttl=64 time=0.859 ms
64 bytes from 10.0.0.4: icmp_seq=49 ttl=64 time=1.13 ms
64 bytes from 10.0.0.4: icmp_seq=50 ttl=64 time=0.909 ms

--- 10.0.0.4 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9866ms
rtt min/avg/max/mdev = 0.775/1.063/3.269/0.347 ms
