PING 10.0.0.8 (10.0.0.8) 56(84) bytes of data.
64 bytes from 10.0.0.8: icmp_seq=1 ttl=64 time=0.807 ms
64 bytes from 10.0.0.8: icmp_seq=2 ttl=64 time=1.03 ms
64 bytes from 10.0.0.8: icmp_seq=3 ttl=64 time=1.14 ms
64 bytes from 10.0.0.8: icmp_seq=4 ttl=64 time=0.865 ms
64 bytes from 10.0.0.8: icmp_seq=5 ttl=64 time=0.860 ms
64 bytes from 10.0.0.8: icmp_seq=6 ttl=64 time=0.881 ms
64 bytes from 10.0.0.8: icmp_seq=7 ttl=64 time=1.47 ms
64 bytes from 10.0.0.8: icmp_seq=8 ttl=64 time=0.908 ms
64 bytes from 10.0.0.8: icmp_seq=9 ttl=64 time=0.937 ms
64 bytes from 10.0.0.8: icmp_seq=10 ttl=64 time=4.62 ms
64 bytes from 10.0.0.8: icmp_seq=11 ttl=64 time=1.16 ms
64 bytes from 10.0.0.8: icmp_seq=12 ttl=64 time=1.04 ms
64 bytes from 10.0.0.8: icmp_seq=13 ttl=64 time=1.17 ms
64 bytes from 10.0.0.8: icmp_seq=14 ttl=64 time=1.02 ms
64 bytes from 10.0.0.8: icmp_seq=15 ttl=64 time=1.08 ms
64 bytes from 10.0.0.8: icmp_seq=16 ttl=64 time=0.885 ms
64 bytes from 10.0.0.8: icmp_seq=17 ttl=64 time=0.876 ms
64 bytes from 10.0.0.8: icmp_seq=18 ttl=64 time=0.779 ms
64 bytes from 10.0.0.8: icmp_seq=19 ttl=64 time=0.826 ms
64 bytes from 10.0.0.8: icmp_seq=20 ttl=64 time=0.865 ms
64 bytes from 10.0.0.8: icmp_seq=21 ttl=64 time=0.812 ms
64 bytes from 10.0.0.8: icmp_seq=22 ttl=64 time=1.32 ms
64 bytes from 10.0.0.8: icmp_seq=23 ttl=64 time=0.931 ms
64 bytes from 10.0.0.8: icmp_seq=24 ttl=64 time=1.13 ms
64 bytes from 10.0.0.8: icmp_seq=25 ttl=64 time=2.46 ms
64 bytes from 10.0.0.8: icmp_seq=26 ttl=64 time=0.801 ms
64 bytes from 10.0.0.8: icmp_seq=27 ttl=64 time=0.819 ms
64 bytes from 10.0.0.8: icmp_seq=28 ttl=64 time=0.922 ms
64 bytes from 10.0.0.8: icmp_seq=29 ttl=64 time=1.00 ms
64 bytes from 10.0.0.8: icmp_seq=30 ttl=64 time=1.25 ms
64 bytes from 10.0.0.8: icmp_seq=31 ttl=64 time=1.21 ms
64 bytes from 10.0.0.8: icmp_seq=32 ttl=64 time=1.08 ms
64 bytes from 10.0.0.8: icmp_seq=33 ttl=64 time=0.979 ms
64 bytes from 10.0.0.8: icmp_seq=34 ttl=64 time=2.12 ms
64 bytes from 10.0.0.8: icmp_seq=35 ttl=64 time=1.10 ms
64 bytes from 10.0.0.8: icmp_seq=36 ttl=64 time=0.859 ms
64 bytes from 10.0.0.8: icmp_seq=37 ttl=64 time=1.23 ms
64 bytes from 10.0.0.8: icmp_seq=38 ttl=64 time=1.16 ms
64 bytes from 10.0.0.8: icmp_seq=39 ttl=64 time=1.17 ms
64 bytes from 10.0.0.8: icmp_seq=40 ttl=64 time=1.94 ms
64 bytes from 10.0.0.8: icmp_seq=41 ttl=64 time=0.893 ms
64 bytes from 10.0.0.8: icmp_seq=42 ttl=64 time=0.877 ms
64 bytes from 10.0.0.8: icmp_seq=43 ttl=64 time=1.08 ms
64 bytes from 10.0.0.8: icmp_seq=44 ttl=64 time=1.10 ms
64 bytes from 10.0.0.8: icmp_seq=45 ttl=64 time=0.938 ms
64 bytes from 10.0.0.8: icmp_seq=46 ttl=64 time=0.955 ms
64 bytes from 10.0.0.8: icmp_seq=47 ttl=64 time=2.19 ms
64 bytes from 10.0.0.8: icmp_seq=48 ttl=64 time=1.18 ms
64 bytes from 10.0.0.8: icmp_seq=49 ttl=64 time=0.923 ms
64 bytes from 10.0.0.8: icmp_seq=50 ttl=64 time=1.07 ms

--- 10.0.0.8 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9885ms
rtt min/avg/max/mdev = 0.779/1.176/4.625/0.608 ms
