requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
SET,1.5502341726186732,25308.988677367888,104282.06241743914,12879.62215004203,1166301.8588330827,32793.98773953371,174871
