PING 10.0.0.6 (10.0.0.6) 56(84) bytes of data.
64 bytes from 10.0.0.6: icmp_seq=1 ttl=64 time=1.91 ms
64 bytes from 10.0.0.6: icmp_seq=2 ttl=64 time=1.06 ms
64 bytes from 10.0.0.6: icmp_seq=3 ttl=64 time=1.07 ms
64 bytes from 10.0.0.6: icmp_seq=4 ttl=64 time=0.976 ms
64 bytes from 10.0.0.6: icmp_seq=5 ttl=64 time=0.807 ms
64 bytes from 10.0.0.6: icmp_seq=6 ttl=64 time=0.733 ms
64 bytes from 10.0.0.6: icmp_seq=7 ttl=64 time=5.27 ms
64 bytes from 10.0.0.6: icmp_seq=8 ttl=64 time=1.03 ms
64 bytes from 10.0.0.6: icmp_seq=9 ttl=64 time=1.06 ms
64 bytes from 10.0.0.6: icmp_seq=10 ttl=64 time=0.883 ms
64 bytes from 10.0.0.6: icmp_seq=11 ttl=64 time=0.849 ms
64 bytes from 10.0.0.6: icmp_seq=12 ttl=64 time=0.952 ms
64 bytes from 10.0.0.6: icmp_seq=13 ttl=64 time=1.03 ms
64 bytes from 10.0.0.6: icmp_seq=14 ttl=64 time=1.14 ms
64 bytes from 10.0.0.6: icmp_seq=15 ttl=64 time=0.900 ms
64 bytes from 10.0.0.6: icmp_seq=16 ttl=64 time=1.58 ms
64 bytes from 10.0.0.6: icmp_seq=17 ttl=64 time=1.03 ms
64 bytes from 10.0.0.6: icmp_seq=18 ttl=64 time=1.24 ms
64 bytes from 10.0.0.6: icmp_seq=19 ttl=64 time=1.52 ms
64 bytes from 10.0.0.6: icmp_seq=20 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=21 ttl=64 time=1.21 ms
64 bytes from 10.0.0.6: icmp_seq=22 ttl=64 time=1.08 ms
64 bytes from 10.0.0.6: icmp_seq=23 ttl=64 time=1.58 ms
64 bytes from 10.0.0.6: icmp_seq=24 ttl=64 time=1.99 ms
64 bytes from 10.0.0.6: icmp_seq=25 ttl=64 time=0.938 ms
64 bytes from 10.0.0.6: icmp_seq=26 ttl=64 time=2.75 ms
64 bytes from 10.0.0.6: icmp_seq=27 ttl=64 time=3.14 ms
64 bytes from 10.0.0.6: icmp_seq=28 ttl=64 time=0.785 ms
64 bytes from 10.0.0.6: icmp_seq=29 ttl=64 time=1.14 ms
64 bytes from 10.0.0.6: icmp_seq=30 ttl=64 time=0.961 ms
64 bytes from 10.0.0.6: icmp_seq=31 ttl=64 time=1.14 ms
64 bytes from 10.0.0.6: icmp_seq=32 ttl=64 time=1.10 ms
64 bytes from 10.0.0.6: icmp_seq=33 ttl=64 time=6.87 ms
64 bytes from 10.0.0.6: icmp_seq=34 ttl=64 time=1.26 ms
64 bytes from 10.0.0.6: icmp_seq=35 ttl=64 time=1.30 ms
64 bytes from 10.0.0.6: icmp_seq=36 ttl=64 time=1.30 ms
64 bytes from 10.0.0.6: icmp_seq=37 ttl=64 time=1.57 ms
64 bytes from 10.0.0.6: icmp_seq=38 ttl=64 time=1.15 ms
64 bytes from 10.0.0.6: icmp_seq=39 ttl=64 time=1.40 ms
64 bytes from 10.0.0.6: icmp_seq=40 ttl=64 time=1.40 ms
64 bytes from 10.0.0.6: icmp_seq=41 ttl=64 time=0.846 ms
64 bytes from 10.0.0.6: icmp_seq=42 ttl=64 time=1.00 ms
64 bytes from 10.0.0.6: icmp_seq=43 ttl=64 time=0.906 ms
64 bytes from 10.0.0.6: icmp_seq=44 ttl=64 time=1.87 ms
64 bytes from 10.0.0.6: icmp_seq=45 ttl=64 time=1.01 ms
64 bytes from 10.0.0.6: icmp_seq=46 ttl=64 time=0.893 ms
64 bytes from 10.0.0.6: icmp_seq=47 ttl=64 time=0.850 ms
64 bytes from 10.0.0.6: icmp_seq=48 ttl=64 time=1.15 ms
64 bytes from 10.0.0.6: icmp_seq=49 ttl=64 time=1.08 ms
64 bytes from 10.0.0.6: icmp_seq=50 ttl=64 time=1.08 ms

--- 10.0.0.6 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9863ms
rtt min/avg/max/mdev = 0.733/1.419/6.876/1.065 ms
