client,netrecv_mean,netrecv_std
4,23368778.868544597,414989.624900743
8,25314965.647887323,53261.866110314164
16,25384491.220657278,37887.44747988032
32,25399869.117370892,39628.5070085782
48,25416643.81220657,22697.95014725014
64,25385540.81220657,11746.915814293741
80,25414342.48826291,8647.365261247769
96,25458475.178403754,25824.28888396352
112,25488327.225352112,19604.62275392466
