client,netrecv_mean,netrecv_std
4,836508.3755868544,392.02345025471465
8,837235.1924882629,33.09698594311616
16,836603.6854460094,938.5899292332
32,827014.896713615,1081.1878297047765
48,826142.3568075118,280.86603072394007
64,826806.7183098592,411.203004926996
80,826582.6431924882,749.9924264497564
96,827679.9624413146,995.7902755468045
112,829217.9812206574,1008.6275447757097
