client,write_tp_mean,write_tp_std,read_tp_mean,read_tp_std
4,5960.046666666666,4.771032965255554,5399.843333333333,92.94213408830751
8,5967.856666666667,0.8239875942971415,5850.006666666665,9.865459385598365
16,5976.8,43.36337394622357,5848.666666666667,40.051967353538465
32,5860.116666666666,28.39849800410048,5870.883333333334,6.252595905346158
48,5888.290000000001,4.081478490285898,5853.299999999999,28.97724049433733
64,5886.736666666667,6.062927419068149,5849.419999999999,32.243706362637965
80,5889.846666666667,7.343847008815512,5897.16,29.436869172292617
96,5887.216666666667,7.228233225039433,5886.333333333333,3.5675793224849723
112,5890.203333333334,6.845662048983326,5888.87,4.9326868945836715
