client,cpu_mean,cpu_std
4,17.00838028169014,0.6229893418262406
8,15.190835680751173,0.06907725415338879
16,13.367084507042255,0.22633868228985493
32,12.976338028169016,0.46446719835835115
48,12.189967136150232,0.3770317522241233
64,12.331267605633803,0.3145536572768187
80,12.190140845070422,0.3045101998507302
96,11.897079812206572,0.08919702210653019
112,12.201051643192486,0.1350960979250685
