client,netsend_mean,netsend_std
4,810806.6150234742,14360.571926115654
8,878325.9671361502,1847.6561906124105
16,881492.2065727698,1379.3697364060245
32,881386.6713615023,1386.05353683542
48,882166.2957746478,781.1081407382536
64,881214.8122065729,399.96078336043195
80,882346.192488263,216.00315323551823
96,884440.3755868544,991.1829447744263
112,886367.5117370893,785.0296978924963
