client,netsend_mean,netsend_std
4,10521566.643192487,406822.53265046614
8,12475225.061032863,28762.62690935433
16,12498660.953051643,23949.128615512494
32,12507943.206572771,40429.405955027294
48,12540124.591549298,6996.332068813428
64,12495406.056338029,12319.608173594052
80,12521737.478873238,7946.022085043473
96,12553190.370892018,23674.61470722527
112,12577229.88262911,16732.12145463334
