client,netrecv_mean,netrecv_std
4,371958.4366197183,14295.809508933196
8,440738.22535211267,971.5211848181352
16,441670.26291079813,819.0894182053494
32,441956.3286384977,1413.0866490466426
48,443176.5352112676,250.3783998665879
64,441684.78873239434,368.44623997668884
80,442608.69953051646,233.04298766144197
96,443949.0187793427,787.7197777354608
112,445341.07042253524,600.633489002084
