client,netsend_mean,netsend_std
4,297101.0985915493,873.6456012102047
8,313604.1784037559,10300.415325053096
16,325173.7042253521,2542.361357186486
32,338246.896713615,4086.405158465599
48,343827.5258215962,7426.118242945882
64,348067.6901408451,1192.7505702227406
80,378286.64319248823,1023.4216966128043
96,408787.4694835681,605.6555762363544
112,404704.6666666667,1959.7340331541727
