mw,sharded,ratio,rep,latency,weight
2,true,1:1,1,37,35
2,true,1:1,1,38,29
2,true,1:1,1,39,40
2,true,1:1,1,40,35
2,true,1:1,1,41,42
2,true,1:1,1,42,40
2,true,1:1,1,43,38
2,true,1:1,1,44,33
2,true,1:1,1,45,42
2,true,1:1,1,46,50
2,true,1:1,1,47,44
2,true,1:1,1,48,47
2,true,1:1,1,49,43
2,true,1:1,1,50,50
2,true,1:1,1,51,30
2,true,1:1,1,52,32
2,true,1:1,1,53,39
2,true,1:1,1,54,36
2,true,1:1,1,55,44
2,true,1:1,1,56,47
2,true,1:1,1,57,31
2,true,1:1,1,58,48
2,true,1:1,1,59,36
2,true,1:1,1,60,50
2,true,1:1,1,61,44
2,true,1:1,1,62,44
2,true,1:1,1,63,74
2,true,1:1,1,64,88
2,true,1:1,1,65,100
2,true,1:1,1,66,132
2,true,1:1,1,67,121
2,true,1:1,1,68,160
2,true,1:1,1,69,186
2,true,1:1,1,70,157
2,true,1:1,1,71,173
2,true,1:1,1,72,160
2,true,1:1,1,73,150
2,true,1:1,1,74,163
2,true,1:1,1,75,135
2,true,1:1,1,76,101
2,true,1:1,1,77,94
2,true,1:1,1,78,41
2,true,1:1,1,79,53
2,true,1:1,1,80,29
2,true,1:1,1,81,33
2,true,1:1,1,82,19
2,true,1:1,1,83,13
2,true,1:1,1,84,14
2,true,1:1,1,85,7
2,true,1:1,1,86,4
2,true,1:1,1,87,7
2,true,1:1,1,88,10
2,true,1:1,1,89,3
2,true,1:1,1,90,6
2,true,1:1,1,91,7
2,true,1:1,1,92,7
2,true,1:1,1,93,11
2,true,1:1,1,94,16
2,true,1:1,1,95,26
2,true,1:1,1,96,15
2,true,1:1,1,97,7
2,true,1:1,1,98,9
2,true,1:1,1,99,21
2,true,1:1,1,100,29
