client,worker,sharded,netrecv_mean,netrecv_std
12,64,1:1,4714890.295774648,169464.2960714799
12,64,1:3,7499041.295774649,131775.73415351918
12,64,1:6,8795049.47887324,182910.20221597902
12,64,1:9,9198521.220657276,39686.90801050158
