client,worker,sharded,netsend_mean,netsend_std
12,64,1:1,25525480.03286385,293515.51329566323
12,64,1:3,20521038.558685444,99002.57897045527
12,64,1:6,18084881.023474175,258575.57653470454
12,64,1:9,17153988.816901408,206677.091094682
