requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
SET,106.2758095050322,46014.71883973836,11788282.671141148,45137.702071843625,13442380.028756438,128531.32190159062,547773
