PING 10.0.0.5 (10.0.0.5) 56(84) bytes of data.
64 bytes from 10.0.0.5: icmp_seq=1 ttl=64 time=1.23 ms
64 bytes from 10.0.0.5: icmp_seq=2 ttl=64 time=1.82 ms
64 bytes from 10.0.0.5: icmp_seq=3 ttl=64 time=1.15 ms
64 bytes from 10.0.0.5: icmp_seq=4 ttl=64 time=1.64 ms
64 bytes from 10.0.0.5: icmp_seq=5 ttl=64 time=1.66 ms
64 bytes from 10.0.0.5: icmp_seq=6 ttl=64 time=3.17 ms
64 bytes from 10.0.0.5: icmp_seq=7 ttl=64 time=1.08 ms
64 bytes from 10.0.0.5: icmp_seq=8 ttl=64 time=1.49 ms
64 bytes from 10.0.0.5: icmp_seq=9 ttl=64 time=5.97 ms
64 bytes from 10.0.0.5: icmp_seq=10 ttl=64 time=1.89 ms
64 bytes from 10.0.0.5: icmp_seq=11 ttl=64 time=1.12 ms
64 bytes from 10.0.0.5: icmp_seq=12 ttl=64 time=1.24 ms
64 bytes from 10.0.0.5: icmp_seq=13 ttl=64 time=2.78 ms
64 bytes from 10.0.0.5: icmp_seq=14 ttl=64 time=1.00 ms
64 bytes from 10.0.0.5: icmp_seq=15 ttl=64 time=1.03 ms
64 bytes from 10.0.0.5: icmp_seq=16 ttl=64 time=1.40 ms
64 bytes from 10.0.0.5: icmp_seq=17 ttl=64 time=1.22 ms
64 bytes from 10.0.0.5: icmp_seq=18 ttl=64 time=1.18 ms
64 bytes from 10.0.0.5: icmp_seq=19 ttl=64 time=1.10 ms
64 bytes from 10.0.0.5: icmp_seq=20 ttl=64 time=1.17 ms
64 bytes from 10.0.0.5: icmp_seq=21 ttl=64 time=1.19 ms
64 bytes from 10.0.0.5: icmp_seq=22 ttl=64 time=1.35 ms
64 bytes from 10.0.0.5: icmp_seq=23 ttl=64 time=1.21 ms
64 bytes from 10.0.0.5: icmp_seq=24 ttl=64 time=2.27 ms
64 bytes from 10.0.0.5: icmp_seq=25 ttl=64 time=1.26 ms
64 bytes from 10.0.0.5: icmp_seq=26 ttl=64 time=1.18 ms
64 bytes from 10.0.0.5: icmp_seq=27 ttl=64 time=1.16 ms
64 bytes from 10.0.0.5: icmp_seq=28 ttl=64 time=1.10 ms
64 bytes from 10.0.0.5: icmp_seq=29 ttl=64 time=2.87 ms
64 bytes from 10.0.0.5: icmp_seq=30 ttl=64 time=2.29 ms
64 bytes from 10.0.0.5: icmp_seq=31 ttl=64 time=2.32 ms
64 bytes from 10.0.0.5: icmp_seq=32 ttl=64 time=1.94 ms
64 bytes from 10.0.0.5: icmp_seq=33 ttl=64 time=1.02 ms
64 bytes from 10.0.0.5: icmp_seq=34 ttl=64 time=2.44 ms
64 bytes from 10.0.0.5: icmp_seq=35 ttl=64 time=2.34 ms
64 bytes from 10.0.0.5: icmp_seq=36 ttl=64 time=1.42 ms
64 bytes from 10.0.0.5: icmp_seq=37 ttl=64 time=1.26 ms
64 bytes from 10.0.0.5: icmp_seq=38 ttl=64 time=1.09 ms
64 bytes from 10.0.0.5: icmp_seq=39 ttl=64 time=1.18 ms
64 bytes from 10.0.0.5: icmp_seq=40 ttl=64 time=1.18 ms
64 bytes from 10.0.0.5: icmp_seq=41 ttl=64 time=1.54 ms
64 bytes from 10.0.0.5: icmp_seq=42 ttl=64 time=3.62 ms
64 bytes from 10.0.0.5: icmp_seq=43 ttl=64 time=2.05 ms
64 bytes from 10.0.0.5: icmp_seq=44 ttl=64 time=1.82 ms
64 bytes from 10.0.0.5: icmp_seq=45 ttl=64 time=1.49 ms
64 bytes from 10.0.0.5: icmp_seq=46 ttl=64 time=2.03 ms
64 bytes from 10.0.0.5: icmp_seq=47 ttl=64 time=1.29 ms
64 bytes from 10.0.0.5: icmp_seq=48 ttl=64 time=1.04 ms
64 bytes from 10.0.0.5: icmp_seq=49 ttl=64 time=1.73 ms
64 bytes from 10.0.0.5: icmp_seq=50 ttl=64 time=1.18 ms

--- 10.0.0.5 ping statistics ---
50 packets transmitted, 50 received, 0% packet loss, time 9832ms
rtt min/avg/max/mdev = 1.005/1.688/5.974/0.860 ms
