client,worker,rep,write_tp,read_tp
192,8,1,14402.166599597585,2927.9465962441313
192,8,2,14140.772775542142,2928.915884194053
192,8,3,14425.31976302258,2928.7453051643192
192,32,1,17745.81210038006,2928.814945226917
192,32,2,17755.519405320814,2929.72848200313
192,32,3,17756.86521909233,2929.9389671361505
