client,worker,rep,write_rt,read_rt
192,8,1,25.1659013943521,21.839408581116327
192,8,2,25.05881194574857,21.834622122122123
192,8,3,25.515106285863325,21.8173428534168
192,32,1,24.41279488996038,21.828452642783628
192,32,2,24.40214041506295,21.81672313158229
192,32,3,24.03177621283255,21.810476983833144
