client,worker,rep,write_rt,read_rt
192,8,1,13.195437290409119,65.48387976004175
192,8,2,13.578125763842314,65.4658072509129
192,8,3,13.314395605112155,65.44224243609807
192,32,1,10.820730829420972,65.48541666666667
192,32,2,10.816551605931886,65.49895735524255
192,32,3,10.813631651017216,65.46292970787688
