client,worker,rep,write_tp,read_tp
192,8,1,9644.124603174603,2923.6138497652582
192,8,2,9441.055735312777,2924.2959702660405
192,8,3,9825.13228016749,2926.1355792412132
192,32,1,10433.065923317685,2933.955399061033
192,32,2,10964.817942942944,2929.5
192,32,3,10922.447087933004,2931.7648669796554
