client,worker,rep,write_rt,read_rt
192,8,1,16.526826263134364,21.825713996944632
192,8,2,16.390254629629627,22.332155712050078
192,8,3,16.870388628064685,21.82700530963559
192,32,1,12.290785285788807,21.84829363216335
192,32,2,12.301755952380953,21.825603482003128
192,32,3,12.43977257992399,21.82090459423206
