client,worker,rep,write_rt,read_rt
192,8,1,18.256469576719578,65.60790753781951
192,8,2,20.34412505815675,65.59916601460617
192,8,3,19.545357822611347,65.55389539187074
192,32,1,15.679770474700055,65.38426382368284
192,32,2,17.524518268268267,65.46930555555555
192,32,3,17.221669204415686,65.42790818988003
