client,write_tp_mean,write_tp_std,read_tp_mean,read_tp_std
2,2140.5133333333333,50.43389424671566,2143.0866666666666,38.17542344959067
8,5565.743333333335,174.83731415868345,5524.366666666668,126.239626460509
16,5727.163333333333,15.887442280688628,5650.313333333333,59.41564346945077
32,5743.736666666667,122.32409856152154,5701.416666666667,56.056995004093004
48,5675.246666666667,100.23944178260824,5684.263333333333,61.5738566456754
64,5693.509999999999,107.21095124410877,5700.650000000001,46.246424726674555
80,5670.623333333334,104.17990891828536,5709.81,17.931181407444154
