client,cpu_mean,cpu_std
2,11.918218579234972,0.5174787009320881
8,20.65779781420765,0.6509603245535406
16,20.424234972677592,0.14941312367150433
32,19.331114754098362,0.5385013879939877
48,19.923344262295082,0.3306848674961875
64,19.419808743169398,0.549115581589629
80,18.194803278688525,0.11068922626224771
