client,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
2,0.945,0.024832774042918893,0.9316666666666666,0.0209496751499609
8,1.4533333333333334,0.0432691832858239,1.4399999999999997,0.0324037034920393
16,2.875,0.017795130420052346,2.82,0.02549509756796399
32,5.62,0.09092121131323931,5.653333333333333,0.020548046676563153
48,8.441666666666666,0.1298931184559916,8.446666666666667,0.10617072205755242
64,11.251666666666667,0.20266282891103166,11.219999999999999,0.09119576013536358
80,14.118333333333334,0.2582419193099539,14.003333333333336,0.045886332993121205
