client,netrecv_mean,netrecv_std
2,306186.07650273223,6935.84154624024
8,777182.5136612022,16948.583685981954
16,786172.6393442623,7020.513473864331
32,804805.8579234971,16569.258937430328
48,811391.7377049181,5986.218281189036
64,806124.2076502732,15445.397186824663
80,799128.524590164,11634.26425667099
