client,cpu_mean,cpu_std
2,4.992857923497268,0.12887514944567385
8,8.991098360655737,0.13431554886410926
16,8.627076502732242,0.08162613334123617
32,8.228573770491804,0.29367137434311197
48,7.963000000000001,0.19949350045328068
64,7.976890710382514,0.12519905665107092
80,7.858595628415302,0.21632638898735262
