client,netsend_mean,netsend_std
2,4000837.25136612,153223.85297328158
8,11761029.967213115,132625.29433465126
16,12000921.36612022,105971.23429945097
32,11886510.5136612,67033.10260869659
48,12131322.50819672,293098.1094804462
64,12214448.644808741,149174.58463007899
80,12163381.49180328,50069.432262810325
