client,netrecv_mean,netrecv_std
2,142640.31693989073,5395.7965750616495
8,415630.93989071035,4647.416638988341
16,424295.48087431694,3754.010069220495
32,420336.75956284156,2393.8895081096025
48,429158.3333333333,10120.906279939541
64,432053.2076502733,5190.5256436917625
80,430406.13661202183,1972.2778661808297
