client,worker,cpu_mean,cpu_std
6,8,11.444639344262292,0.2790473739165545
6,16,13.840475409836065,0.37784686066180023
6,32,15.199387978142079,0.23600776627261472
6,64,15.005765027322406,0.31297556610341826
24,8,9.567065573770492,0.14100844678866983
24,16,9.715273224043715,0.02599296459135583
24,32,10.136289617486339,0.041196257781141804
24,64,11.134491803278687,0.2830915602714239
48,8,8.578814207650275,0.2090431952529476
48,16,8.745661202185794,0.24235266673508385
48,32,9.188284153005467,0.0895820511711159
48,64,10.986152820227838,0.7030988799518528
96,8,8.669896174863387,0.26419858360017523
96,16,8.31964480874317,0.10636162122601366
96,32,8.746945355191258,0.20364799228756947
96,64,10.788846994535518,0.14001576697622667
144,8,8.66694535519126,0.1549996756755452
144,16,8.415967213114754,0.09777901891692586
144,32,8.23812568306011,0.17173769726762025
144,64,9.996344262295082,0.27098347994535826
192,8,8.648989071038253,0.3291838929153317
192,16,7.9545683060109305,0.14157163323679847
192,32,8.17149180327869,0.2367816087321991
192,64,9.439704918032787,0.11127144390700554
240,8,8.846551912568309,0.19871543819114004
240,16,8.27284699453552,0.18972364817622653
240,32,8.426207650273225,0.24493226867476608
240,64,9.009710382513662,0.39497032237315594
