client,worker,write_rt_mean,write_rt_std,read_rt_mean,read_rt_std
6,8,1.1090565485289992,0.0034691131111947355,1.1844090735219561,0.008909303003200862
6,16,1.1232996165102758,0.004149919195755804,1.1889432776575484,0.008310923219451337
6,32,1.1139448693288285,0.015258443114608234,1.189051218087519,0.0035388108174040653
6,64,1.087687024126317,0.014177484834448223,1.1929068388490787,0.002436098606616719
24,8,1.9479578647922924,0.0250261190804408,7.2132419143119755,0.01200550068648394
24,16,1.9394574876713466,0.029544627877910408,7.154732070435881,0.057115704084868935
24,32,1.9910431815175273,0.025069393390237237,7.19737033520677,0.008043004744992376
24,64,2.024940381595597,0.023357152679857923,7.188825707907227,0.011960006911153643
48,8,4.207304429002529,0.03164751010379153,15.315803035482697,0.1017565361921148
48,16,3.6706888971681306,0.031425830867953794,15.16147722906615,0.14973777116143203
48,32,3.603600755235649,0.03858433077781537,15.131663044367343,0.07866189669487626
48,64,3.5831505429207975,0.07162938955750386,15.105365651025524,0.0490474560436809
96,8,9.225041511093238,0.03138919603723167,31.464028040187163,0.27389938909554234
96,16,7.952316532594435,0.09262826670779047,31.477387437268025,0.23762680987250195
96,32,6.323479110516662,0.023926775859154977,31.348570646229774,0.0849743761583721
96,64,6.287765409761494,0.025555902429106343,31.36033959201121,0.03602846324016897
144,8,14.187307818930229,0.12054567350243205,47.40330511414175,0.1554886996474813
144,16,12.450614163755555,0.03333743364824222,47.2285626534009,0.6443547642013258
144,32,9.75712725508825,0.06465047970875623,47.64555772930722,0.18174687740423018
144,64,8.184886707651588,0.03958749433885202,47.63571127952108,0.1648450490601566
192,8,19.04910166524338,0.042922596588064736,64.31980510074014,0.051222041144181586
192,16,16.49498000210032,0.5439237186372047,64.23933841833235,0.10016651562735274
192,32,13.532314766893657,0.03019530505034104,63.95496585826006,0.13264291720791405
192,64,10.658327314027465,0.3140600094270324,64.13849908021882,0.055545022566844605
240,8,24.065129138488373,0.48795112152670794,80.37714622666165,0.4543661566596498
240,16,20.952103881824623,0.3468605002039765,80.49169622162275,0.2344790247683337
240,32,17.54979198532199,0.006029756714871099,78.61390162998849,1.6836580081628596
240,64,14.348080080428858,0.293090736458357,79.62040845232467,1.2825847912311452
