client,worker,cpu_mean,cpu_std
6,8,12.619251366120217,0.2575861363420821
6,16,12.726114754098361,0.6601836689539968
6,32,13.602923497267758,0.16553253305299082
6,64,17.03094535519126,0.3968466780946736
24,8,42.29787978142077,1.3573979559603524
24,16,44.27826775956283,0.8011461667927678
24,32,43.7968087431694,0.3354720955451107
24,64,46.92873224043715,0.4159483918085192
48,8,44.96789071038251,0.2936009907339898
48,16,62.789907103825136,0.5117847126525673
48,32,67.67077049180328,1.6017876488883054
48,64,66.65684699453551,0.4584086603952349
96,8,45.769234972677594,0.6818489867483781
96,16,62.091562841530056,0.41101610146011863
96,32,76.63046994535519,0.2709608773747401
96,64,79.19073770491802,0.20652715756045267
144,8,46.04780327868853,0.7410460347752926
144,16,61.45059016393443,0.7520891047605904
144,32,77.94128415300544,0.15562790511521096
144,64,86.23561202185795,0.16701485746659905
192,8,43.94196721311476,0.6170999299699557
192,16,62.67486885245902,0.5834894035724506
192,32,78.24807103825135,0.5063327452727908
192,64,88.60202185792349,0.6507687684781474
240,8,45.44004371584699,1.0169539541491106
240,16,62.377803278688525,0.9219051669185877
240,32,76.598868852459,0.4526735778582697
240,64,88.96938797814208,0.5870716195712579
