client,worker,cpu_mean,cpu_std
6,8,5.534174863387979,0.04648224587754912
6,16,5.3505573770491806,0.28052356541223045
6,32,5.2313278688524605,0.13436114044615083
6,64,5.342415300546449,0.12546411363972068
24,8,4.62313661202186,0.06773930024905965
24,16,4.346972677595629,0.06188505603174752
24,32,4.375480874316941,0.20525833004730593
24,64,4.325043715846997,0.10088531368225327
48,8,4.508098360655739,0.11620620358748979
48,16,4.161464480874316,0.0478791633728883
48,32,3.6076010928961737,0.06495546518825009
48,64,3.6590382513661193,0.06666252473024123
96,8,4.502098360655739,0.15628747311999297
96,16,4.240918032786887,0.031140951273015426
96,32,3.9109562841530052,0.026106728802770054
96,64,3.930333333333333,0.05646692748934159
144,8,4.969256830601093,0.15861838214817608
144,16,4.825803278688528,0.30093678189765366
144,32,4.141797814207652,0.1047233818784267
144,64,4.017661202185793,0.032921990306304966
192,8,5.155060109289618,0.21120612597855679
192,16,4.624508196721313,0.13538699909306456
192,32,4.183748633879783,0.1037868548924653
192,64,4.8585792349726775,0.24553065506564584
240,8,4.988907103825139,0.07385745976693134
240,16,4.81010928961749,0.05883489445692151
240,32,4.217081967213115,0.13498138530792717
240,64,4.3244043715847,0.13624259623815002
