latency,weight
1,0
2,0
3,23
4,3743
5,17514
6,21807
7,24340
8,26809
9,22967
10,16581
11,11302
12,7957
13,5838
14,4347
15,3331
16,2593
17,1994
18,1473
19,1165
20,930
21,765
22,632
23,555
24,491
25,396
26,386
27,292
28,295
29,245
30,222
31,208
32,210
33,182
34,183
35,166
36,154
37,154
38,139
39,138
40,146
41,122
42,117
43,120
44,107
45,98
46,91
47,83
48,74
49,69
50,77
51,54
52,56
53,54
54,55
55,43
56,33
57,39
58,51
59,40
60,52
61,34
62,45
63,54
64,51
65,53
66,43
67,37
68,55
69,42
70,44
71,41
72,40
73,45
74,38
75,35
76,26
77,39
78,25
79,27
80,25
81,18
82,16
83,18
84,19
85,9
86,15
87,9
88,6
89,10
90,11
91,14
92,7
93,3
94,6
95,12
96,6
97,3
98,5
99,7
100,6
