latency,weight
1,0
2,0
3,31
4,4086
5,17841
6,21093
7,24245
8,26289
9,21384
10,14587
11,9920
12,6919
13,5096
14,3901
15,3050
16,2282
17,1793
18,1362
19,1111
20,880
21,700
22,652
23,504
24,416
25,397
26,343
27,310
28,275
29,260
30,226
31,241
32,207
33,202
34,203
35,211
36,184
37,163
38,165
39,159
40,167
41,152
42,135
43,130
44,141
45,107
46,114
47,81
48,77
49,72
50,68
51,61
52,48
53,70
54,55
55,51
56,51
57,61
58,43
59,52
60,53
61,41
62,47
63,41
64,44
65,55
66,33
67,42
68,40
69,34
70,46
71,40
72,41
73,30
74,31
75,35
76,29
77,34
78,25
79,32
80,24
81,26
82,20
83,20
84,16
85,10
86,14
87,19
88,8
89,8
90,9
91,11
92,13
93,3
94,10
95,7
96,8
97,3
98,3
99,1
100,1
