latency,weight
1,0
2,0
3,19
4,2748
5,13573
6,17019
7,17514
8,17855
9,15526
10,11768
11,8801
12,6616
13,5028
14,3833
15,2989
16,2185
17,1824
18,1411
19,1148
20,925
21,744
22,617
23,517
24,450
25,423
26,330
27,363
28,309
29,275
30,275
31,243
32,220
33,207
34,238
35,206
36,201
37,197
38,193
39,207
40,220
41,223
42,193
43,204
44,193
45,161
46,141
47,125
48,96
49,91
50,81
51,77
52,66
53,77
54,48
55,55
56,44
57,46
58,60
59,34
60,35
61,45
62,47
63,48
64,32
65,48
66,32
67,43
68,36
69,30
70,36
71,32
72,34
73,28
74,32
75,25
76,35
77,25
78,27
79,20
80,10
81,21
82,15
83,14
84,17
85,14
86,15
87,13
88,7
89,10
90,16
91,9
92,5
93,9
94,6
95,4
96,3
97,4
98,6
99,8
100,6
