PING 10.0.0.5 (10.0.0.5) 56(84) bytes of data.
64 bytes from 10.0.0.5: icmp_seq=1 ttl=64 time=0.814 ms
64 bytes from 10.0.0.5: icmp_seq=2 ttl=64 time=0.557 ms
64 bytes from 10.0.0.5: icmp_seq=3 ttl=64 time=1.69 ms
64 bytes from 10.0.0.5: icmp_seq=4 ttl=64 time=0.706 ms
64 bytes from 10.0.0.5: icmp_seq=5 ttl=64 time=0.958 ms
64 bytes from 10.0.0.5: icmp_seq=6 ttl=64 time=0.869 ms
64 bytes from 10.0.0.5: icmp_seq=7 ttl=64 time=0.746 ms
64 bytes from 10.0.0.5: icmp_seq=8 ttl=64 time=0.729 ms
64 bytes from 10.0.0.5: icmp_seq=9 ttl=64 time=0.633 ms
64 bytes from 10.0.0.5: icmp_seq=10 ttl=64 time=0.775 ms
64 bytes from 10.0.0.5: icmp_seq=11 ttl=64 time=0.888 ms
64 bytes from 10.0.0.5: icmp_seq=12 ttl=64 time=0.634 ms
64 bytes from 10.0.0.5: icmp_seq=13 ttl=64 time=1.47 ms
64 bytes from 10.0.0.5: icmp_seq=14 ttl=64 time=0.704 ms
64 bytes from 10.0.0.5: icmp_seq=15 ttl=64 time=0.559 ms
64 bytes from 10.0.0.5: icmp_seq=16 ttl=64 time=0.534 ms
64 bytes from 10.0.0.5: icmp_seq=17 ttl=64 time=0.537 ms
64 bytes from 10.0.0.5: icmp_seq=18 ttl=64 time=0.760 ms
64 bytes from 10.0.0.5: icmp_seq=19 ttl=64 time=1.70 ms
64 bytes from 10.0.0.5: icmp_seq=20 ttl=64 time=0.487 ms
64 bytes from 10.0.0.5: icmp_seq=21 ttl=64 time=0.685 ms
64 bytes from 10.0.0.5: icmp_seq=22 ttl=64 time=1.50 ms
64 bytes from 10.0.0.5: icmp_seq=23 ttl=64 time=0.807 ms
64 bytes from 10.0.0.5: icmp_seq=24 ttl=64 time=0.793 ms
64 bytes from 10.0.0.5: icmp_seq=25 ttl=64 time=0.576 ms
64 bytes from 10.0.0.5: icmp_seq=26 ttl=64 time=0.622 ms
64 bytes from 10.0.0.5: icmp_seq=27 ttl=64 time=1.14 ms
64 bytes from 10.0.0.5: icmp_seq=28 ttl=64 time=0.777 ms
64 bytes from 10.0.0.5: icmp_seq=29 ttl=64 time=0.693 ms
64 bytes from 10.0.0.5: icmp_seq=30 ttl=64 time=0.659 ms
64 bytes from 10.0.0.5: icmp_seq=31 ttl=64 time=0.763 ms
64 bytes from 10.0.0.5: icmp_seq=32 ttl=64 time=0.580 ms
64 bytes from 10.0.0.5: icmp_seq=33 ttl=64 time=0.580 ms
64 bytes from 10.0.0.5: icmp_seq=34 ttl=64 time=0.648 ms
64 bytes from 10.0.0.5: icmp_seq=35 ttl=64 time=0.538 ms
64 bytes from 10.0.0.5: icmp_seq=36 ttl=64 time=0.676 ms
64 bytes from 10.0.0.5: icmp_seq=37 ttl=64 time=0.672 ms
64 bytes from 10.0.0.5: icmp_seq=38 ttl=64 time=0.547 ms
64 bytes from 10.0.0.5: icmp_seq=39 ttl=64 time=0.616 ms
64 bytes from 10.0.0.5: icmp_seq=40 ttl=64 time=0.551 ms
64 bytes from 10.0.0.5: icmp_seq=41 ttl=64 time=0.756 ms
64 bytes from 10.0.0.5: icmp_seq=42 ttl=64 time=0.675 ms
64 bytes from 10.0.0.5: icmp_seq=43 ttl=64 time=0.550 ms
64 bytes from 10.0.0.5: icmp_seq=44 ttl=64 time=1.18 ms
64 bytes from 10.0.0.5: icmp_seq=45 ttl=64 time=0.567 ms
64 bytes from 10.0.0.5: icmp_seq=46 ttl=64 time=0.979 ms
64 bytes from 10.0.0.5: icmp_seq=47 ttl=64 time=0.891 ms
64 bytes from 10.0.0.5: icmp_seq=48 ttl=64 time=0.562 ms
64 bytes from 10.0.0.5: icmp_seq=49 ttl=64 time=1.24 ms
64 bytes from 10.0.0.5: icmp_seq=50 ttl=64 time=0.917 ms
64 bytes from 10.0.0.5: icmp_seq=51 ttl=64 time=0.814 ms
64 bytes from 10.0.0.5: icmp_seq=52 ttl=64 time=0.722 ms
64 bytes from 10.0.0.5: icmp_seq=53 ttl=64 time=0.733 ms
64 bytes from 10.0.0.5: icmp_seq=54 ttl=64 time=0.639 ms
64 bytes from 10.0.0.5: icmp_seq=55 ttl=64 time=0.691 ms
64 bytes from 10.0.0.5: icmp_seq=56 ttl=64 time=0.899 ms
64 bytes from 10.0.0.5: icmp_seq=57 ttl=64 time=0.913 ms
64 bytes from 10.0.0.5: icmp_seq=58 ttl=64 time=0.692 ms
64 bytes from 10.0.0.5: icmp_seq=59 ttl=64 time=0.864 ms
64 bytes from 10.0.0.5: icmp_seq=60 ttl=64 time=1.65 ms
64 bytes from 10.0.0.5: icmp_seq=61 ttl=64 time=1.08 ms
64 bytes from 10.0.0.5: icmp_seq=62 ttl=64 time=0.813 ms
64 bytes from 10.0.0.5: icmp_seq=63 ttl=64 time=0.889 ms
64 bytes from 10.0.0.5: icmp_seq=64 ttl=64 time=2.21 ms
64 bytes from 10.0.0.5: icmp_seq=65 ttl=64 time=0.757 ms
64 bytes from 10.0.0.5: icmp_seq=66 ttl=64 time=1.55 ms
64 bytes from 10.0.0.5: icmp_seq=67 ttl=64 time=0.756 ms
64 bytes from 10.0.0.5: icmp_seq=68 ttl=64 time=0.733 ms
64 bytes from 10.0.0.5: icmp_seq=69 ttl=64 time=0.534 ms
64 bytes from 10.0.0.5: icmp_seq=70 ttl=64 time=0.659 ms
64 bytes from 10.0.0.5: icmp_seq=71 ttl=64 time=0.747 ms
64 bytes from 10.0.0.5: icmp_seq=72 ttl=64 time=0.919 ms
64 bytes from 10.0.0.5: icmp_seq=73 ttl=64 time=2.46 ms
64 bytes from 10.0.0.5: icmp_seq=74 ttl=64 time=0.596 ms
64 bytes from 10.0.0.5: icmp_seq=75 ttl=64 time=0.663 ms
64 bytes from 10.0.0.5: icmp_seq=76 ttl=64 time=0.914 ms
64 bytes from 10.0.0.5: icmp_seq=77 ttl=64 time=0.582 ms
64 bytes from 10.0.0.5: icmp_seq=78 ttl=64 time=0.544 ms
64 bytes from 10.0.0.5: icmp_seq=79 ttl=64 time=1.72 ms
64 bytes from 10.0.0.5: icmp_seq=80 ttl=64 time=0.629 ms
64 bytes from 10.0.0.5: icmp_seq=81 ttl=64 time=0.650 ms
64 bytes from 10.0.0.5: icmp_seq=82 ttl=64 time=0.543 ms
64 bytes from 10.0.0.5: icmp_seq=83 ttl=64 time=0.602 ms
64 bytes from 10.0.0.5: icmp_seq=84 ttl=64 time=1.39 ms
64 bytes from 10.0.0.5: icmp_seq=85 ttl=64 time=0.478 ms
64 bytes from 10.0.0.5: icmp_seq=86 ttl=64 time=1.25 ms
64 bytes from 10.0.0.5: icmp_seq=87 ttl=64 time=0.563 ms
64 bytes from 10.0.0.5: icmp_seq=88 ttl=64 time=0.563 ms
64 bytes from 10.0.0.5: icmp_seq=89 ttl=64 time=0.694 ms
64 bytes from 10.0.0.5: icmp_seq=90 ttl=64 time=0.678 ms
64 bytes from 10.0.0.5: icmp_seq=91 ttl=64 time=1.18 ms
64 bytes from 10.0.0.5: icmp_seq=92 ttl=64 time=0.638 ms
64 bytes from 10.0.0.5: icmp_seq=93 ttl=64 time=0.556 ms
64 bytes from 10.0.0.5: icmp_seq=94 ttl=64 time=1.64 ms
64 bytes from 10.0.0.5: icmp_seq=95 ttl=64 time=1.39 ms
64 bytes from 10.0.0.5: icmp_seq=96 ttl=64 time=0.871 ms
64 bytes from 10.0.0.5: icmp_seq=97 ttl=64 time=0.545 ms
64 bytes from 10.0.0.5: icmp_seq=98 ttl=64 time=0.413 ms
64 bytes from 10.0.0.5: icmp_seq=99 ttl=64 time=0.653 ms
64 bytes from 10.0.0.5: icmp_seq=100 ttl=64 time=0.634 ms

--- 10.0.0.5 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 20116ms
rtt min/avg/max/mdev = 0.413/0.838/2.465/0.376 ms
