latency,weight
1,0
2,0
3,5
4,1124
5,7742
6,12490
7,11931
8,9544
9,6615
10,4860
11,3540
12,2704
13,2156
14,1629
15,1324
16,1049
17,884
18,670
19,593
20,497
21,431
22,371
23,333
24,316
25,275
26,233
27,258
28,263
29,222
30,224
31,198
32,242
33,211
34,220
35,224
36,203
37,214
38,211
39,236
40,242
41,255
42,262
43,267
44,248
45,222
46,186
47,153
48,127
49,100
50,88
51,85
52,80
53,65
54,59
55,47
56,66
57,49
58,40
59,43
60,47
61,31
62,36
63,25
64,24
65,26
66,41
67,32
68,32
69,35
70,30
71,27
72,24
73,22
74,22
75,25
76,20
77,26
78,30
79,17
80,22
81,12
82,10
83,10
84,12
85,27
86,13
87,16
88,5
89,5
90,14
91,8
92,8
93,3
94,5
95,7
96,6
97,2
98,3
99,4
100,3
