latency,weight
1,0
2,0
3,18
4,2295
5,8753
6,10770
7,12041
8,12813
9,10188
10,7198
11,4992
12,3597
13,2574
14,2013
15,1501
16,1127
17,874
18,670
19,492
20,429
21,366
22,316
23,273
24,243
25,215
26,192
27,197
28,179
29,193
30,147
31,161
32,152
33,146
34,114
35,127
36,137
37,154
38,137
39,142
40,125
41,121
42,101
43,125
44,111
45,102
46,80
47,87
48,70
49,51
50,58
51,32
52,38
53,38
54,29
55,28
56,33
57,34
58,26
59,23
60,26
61,28
62,19
63,27
64,23
65,24
66,20
67,26
68,22
69,26
70,37
71,27
72,23
73,26
74,21
75,15
76,30
77,10
78,22
79,22
80,12
81,23
82,21
83,13
84,10
85,7
86,8
87,8
88,10
89,8
90,8
91,8
92,3
93,8
94,8
95,3
96,9
97,5
98,1
99,2
100,4
