latency,weight
1,0
2,0
3,3
4,1127
5,10059
6,18271
7,18619
8,15105
9,11481
10,8669
11,6519
12,4909
13,3836
14,3021
15,2364
16,1884
17,1483
18,1197
19,958
20,825
21,756
22,612
23,587
24,494
25,491
26,401
27,402
28,388
29,384
30,338
31,348
32,324
33,324
34,332
35,334
36,331
37,323
38,335
39,372
40,380
41,384
42,388
43,369
44,349
45,314
46,284
47,243
48,213
49,192
50,164
51,132
52,122
53,119
54,112
55,88
56,82
57,72
58,91
59,70
60,70
61,63
62,59
63,69
64,57
65,60
66,54
67,53
68,45
69,40
70,44
71,51
72,46
73,51
74,46
75,50
76,40
77,36
78,26
79,30
80,20
81,22
82,25
83,25
84,17
85,19
86,14
87,15
88,13
89,15
90,11
91,11
92,15
93,10
94,9
95,10
96,8
97,4
98,7
99,5
100,6
