requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.3715722251074345,12556.818117484578,79886.79468448777,10418.942781484166,847075.5795529126,13130.442436209858,175223
