requestType,queueLength,netthreadTime,queueTime,workerPreTime,memcachedRTT,workerPostTime, totalRequests
GET,1.3509710985808068,13000.219859170276,84702.6420827545,11451.98821198006,852203.0936367846,13299.851774672441,146844
