latency,weight
1,0
2,0
3,4
4,1305
5,9170
6,14680
7,13643
8,10653
9,7476
10,4972
11,3499
12,2391
13,1826
14,1368
15,978
16,800
17,648
18,503
19,465
20,365
21,349
22,298
23,257
24,251
25,239
26,203
27,221
28,184
29,178
30,193
31,187
32,181
33,196
34,213
35,204
36,191
37,196
38,195
39,206
40,222
41,221
42,239
43,206
44,221
45,170
46,207
47,176
48,125
49,100
50,92
51,63
52,68
53,61
54,44
55,55
56,41
57,39
58,42
59,30
60,41
61,41
62,23
63,36
64,30
65,46
66,46
67,43
68,40
69,44
70,28
71,44
72,48
73,51
74,33
75,35
76,28
77,44
78,29
79,30
80,15
81,13
82,13
83,19
84,20
85,16
86,14
87,7
88,7
89,7
90,3
91,10
92,14
93,9
94,10
95,5
96,4
97,6
98,4
99,2
100,4
