latency,weight
1,0
2,0
3,10
4,2733
5,13883
6,17548
7,18663
8,19775
9,17314
10,13046
11,9636
12,7000
13,5449
14,3984
15,3022
16,2320
17,1677
18,1349
19,1040
20,799
21,659
22,490
23,418
24,345
25,284
26,271
27,239
28,237
29,189
30,157
31,158
32,139
33,124
34,138
35,122
36,116
37,103
38,93
39,99
40,84
41,84
42,96
43,101
44,82
45,78
46,72
47,71
48,66
49,57
50,59
51,65
52,44
53,55
54,49
55,40
56,50
57,40
58,42
59,48
60,35
61,39
62,37
63,43
64,45
65,46
66,31
67,38
68,35
69,31
70,40
71,33
72,37
73,25
74,31
75,30
76,19
77,41
78,29
79,31
80,24
81,23
82,14
83,8
84,16
85,16
86,11
87,12
88,8
89,11
90,10
91,8
92,6
93,9
94,10
95,3
96,4
97,7
98,9
99,8
100,2
