latency,weight
1,0
2,0
3,2
4,1338
5,11355
6,18914
7,18054
8,13942
9,10149
10,7494
11,5891
12,4558
13,3573
14,3023
15,2448
16,2158
17,1702
18,1447
19,1227
20,1042
21,1019
22,836
23,804
24,733
25,728
26,618
27,674
28,593
29,580
30,559
31,617
32,560
33,548
34,586
35,551
36,568
37,565
38,604
39,575
40,636
41,660
42,692
43,712
44,618
45,632
46,525
47,461
48,420
49,349
50,274
51,231
52,211
53,183
54,140
55,134
56,127
57,94
58,104
59,96
60,85
61,103
62,91
63,98
64,62
65,89
66,71
67,55
68,72
69,65
70,53
71,54
72,59
73,44
74,51
75,57
76,50
77,36
78,44
79,35
80,39
81,28
82,38
83,29
84,29
85,18
86,30
87,21
88,19
89,18
90,6
91,18
92,11
93,7
94,8
95,6
96,9
97,9
98,4
99,5
100,6
