latency,weight
1,0
2,0
3,1
4,1524
5,14132
6,25104
7,24443
8,19169
9,14180
10,10380
11,7841
12,5921
13,4586
14,3572
15,2824
16,2344
17,1876
18,1521
19,1180
20,1039
21,918
22,780
23,780
24,735
25,635
26,561
27,553
28,510
29,489
30,506
31,434
32,456
33,444
34,451
35,410
36,398
37,428
38,419
39,414
40,433
41,452
42,482
43,512
44,435
45,412
46,378
47,321
48,268
49,259
50,233
51,183
52,153
53,144
54,125
55,127
56,115
57,102
58,85
59,95
60,74
61,79
62,62
63,63
64,61
65,67
66,64
67,54
68,67
69,53
70,53
71,63
72,44
73,53
74,43
75,46
76,38
77,33
78,37
79,41
80,34
81,36
82,22
83,18
84,15
85,20
86,13
87,18
88,20
89,13
90,8
91,17
92,11
93,7
94,9
95,11
96,7
97,5
98,9
99,3
100,7
