latency,weight
1,0
2,0
3,16
4,3039
5,15591
6,20246
7,21886
8,23566
9,20313
10,15241
11,10948
12,7906
13,5903
14,4502
15,3419
16,2688
17,2046
18,1593
19,1188
20,962
21,785
22,611
23,538
24,485
25,428
26,337
27,286
28,272
29,254
30,229
31,194
32,204
33,214
34,180
35,164
36,152
37,137
38,130
39,121
40,135
41,131
42,133
43,112
44,116
45,111
46,116
47,100
48,78
49,61
50,73
51,66
52,54
53,62
54,63
55,55
56,57
57,42
58,56
59,48
60,66
61,53
62,49
63,35
64,58
65,57
66,53
67,44
68,46
69,51
70,54
71,44
72,47
73,39
74,38
75,37
76,33
77,32
78,24
79,28
80,20
81,22
82,23
83,17
84,20
85,17
86,10
87,7
88,11
89,3
90,13
91,8
92,13
93,10
94,13
95,9
96,10
97,10
98,6
99,6
100,1
