latency,weight
1,0
2,0
3,3
4,1027
5,10052
6,18861
7,19073
8,15325
9,11349
10,8401
11,6497
12,4975
13,3884
14,3168
15,2599
16,2177
17,1811
18,1473
19,1230
20,1101
21,977
22,825
23,813
24,764
25,634
26,640
27,522
28,541
29,537
30,544
31,550
32,495
33,532
34,513
35,494
36,492
37,509
38,470
39,561
40,542
41,576
42,597
43,585
44,600
45,567
46,497
47,462
48,369
49,316
50,260
51,248
52,185
53,169
54,154
55,127
56,123
57,109
58,102
59,106
60,104
61,87
62,76
63,84
64,74
65,70
66,61
67,59
68,78
69,56
70,50
71,51
72,52
73,69
74,60
75,61
76,48
77,45
78,47
79,37
80,33
81,35
82,29
83,28
84,23
85,21
86,20
87,17
88,14
89,18
90,10
91,9
92,10
93,16
94,10
95,18
96,16
97,5
98,5
99,4
100,8
